,raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover.1,cloud_base_ft_agl.1,sky_cover.2,cloud_base_ft_agl.2,sky_cover.3,cloud_base_ft_agl.3,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
540,KRAS 091235Z AUTO 02009KT 10SM CLR 23/16 A3000 RMK AO2 T02340157,KRAS,2024-10-09T12:35:00Z,27.8083,-97.0853,23.4,15.7,20,9.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,3.0
541,KPZZ 091235Z AUTO 02019KT 10SM CLR 28/21 A2987 RMK A01,KPZZ,2024-10-09T12:35:00Z,28.4344,-91.0344,28.0,21.0,20,19.0,,10+,29.87,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,25.0
542,KPZQ 091235Z AUTO 28007KT 10SM BKN027 BKN036 OVC046 07/04 A3002 RMK AO2 T00710035,KPZQ,2024-10-09T12:35:00Z,45.4085,-83.812,7.1,3.5,280,7.0,,10+,30.02,,,True,True,,,,,,,BKN,2700.0,BKN,3600.0,OVC,4600.0,,,MVFR,,,,,,,,,,,,METAR,199.0
543,KPYX 091235Z AUTO 31006KT 10SM A3002 RMK AO2,KPYX,2024-10-09T12:35:00Z,36.4103,-100.751,,,310,6.0,,10+,30.02,,,True,True,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,890.0
544,KPXE 091235Z AUTO 04005KT 10SM CLR 17/16 A2999 RMK AO2 T01700156,KPXE,2024-10-09T12:35:00Z,32.5072,-83.7656,17.0,15.6,40,5.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
545,KPWD 091235Z AUTO 00000KT 10SM FEW038 FEW060 07/M00 A2990 RMK AO2,KPWD,2024-10-09T12:35:00Z,48.7912,-104.525,7.0,0.0,0,0.0,,10+,29.9,,,True,True,,,,,,,FEW,3800.0,FEW,6000.0,,,,,VFR,,,,,,,,,,,,METAR,690.0
546,KPVW 091235Z AUTO 27005KT 10SM CLR 10/05 A3010 RMK AO2 T01020052,KPVW,2024-10-09T12:35:00Z,34.169,-101.723,10.2,5.2,270,5.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1029.0
547,KPVJ 091235Z AUTO 00000KT 10SM CLR 15/10 A3007 RMK AO2 LTG DSNT W T01530100,KPVJ,2024-10-09T12:35:00Z,34.7041,-97.2211,15.3,10.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,287.0
548,KPVF 091235Z AUTO 10006KT 10SM CLR 22/00 A3001 RMK AO1,KPVF,2024-10-09T12:35:00Z,38.7222,-120.757,22.0,0.0,100,6.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,788.0
549,KPVE 091235Z AUTO 00000KT 10SM CLR 08/07 A3007 RMK A01,KPVE,2024-10-09T12:35:00Z,35.6592,-88.1929,8.0,7.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,146.0
550,KPVB 091235Z AUTO 09003KT 10SM CLR 08/04 A3006 RMK AO1 T00810043,KPVB,2024-10-09T12:35:00Z,42.6909,-90.4413,8.1,4.3,90,3.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,311.0
551,KPUJ 091235Z AUTO 03005KT 5SM CLR 15/15 A3003 RMK AO2,KPUJ,2024-10-09T12:35:00Z,33.9085,-84.9369,15.0,15.0,30,5.0,,5,30.03,,,True,True,,,,,,,CLR,,,,,,,,MVFR,,,,,,,,,,,,METAR,385.0
552,KPTT 091235Z AUTO 13005KT 10SM CLR 13/05 A3004 RMK AO2 T01260049,KPTT,2024-10-09T12:35:00Z,37.7069,-98.7453,12.6,4.9,130,5.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,594.0
553,KPTS 091235Z AUTO 00000KT 10SM CLR 08/03 A3008 RMK AO2 T00750034 PWINO,KPTS,2024-10-09T12:35:00Z,37.4512,-94.7322,7.5,3.4,0,0.0,,10+,30.08,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,286.0
554,KPTD 091235Z AUTO 21006KT 10SM FEW065 OVC075 06/05 A2988 RMK AO2,KPTD,2024-10-09T12:35:00Z,44.6757,-74.9469,6.0,5.0,210,6.0,,10+,29.88,,,True,True,,,,,,,FEW,6500.0,OVC,7500.0,,,,,VFR,,,,,,,,,,,,METAR,144.0
555,KPTB 091235Z AUTO 00000KT 10SM CLR 10/09 A3005 RMK AO2 T00970091,KPTB,2024-10-09T12:35:00Z,37.1803,-77.5081,9.7,9.1,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,56.0
556,KPSO 091235Z AUTO 04003KT 10SM CLR 05/M03 A3038 RMK AO2 T00511030,KPSO,2024-10-09T12:35:00Z,37.291,-107.056,5.1,-3.0,40,3.0,,10+,30.38,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2332.0
557,KPSN 091235Z AUTO 00000KT 10SM CLR 12/09 A3002 RMK AO2,KPSN,2024-10-09T12:35:00Z,31.7784,-95.7048,12.0,9.0,0,0.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,124.0
558,KPRS 091235Z AUTO 36009KT 10SM CLR 20/07 A3013 RMK AO2 T02010071,KPRS,2024-10-09T12:35:00Z,29.6346,-104.358,20.1,7.1,360,9.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,890.0
559,KPRG 091235Z 00000KT 10SM CLR 06/04 RMK AO2 T00630036,KPRG,2024-10-09T12:35:00Z,39.6982,-87.6669,6.3,3.6,0,0.0,,10+,0.0,,,,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,197.0
560,KPPQ 091235Z AUTO 00000KT 10SM CLR 07/06 A3011 RMK AO2 T00700061,KPPQ,2024-10-09T12:35:00Z,39.6391,-90.7818,7.0,6.1,0,0.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,215.0
561,KPPO 091235Z AUTO 04001KT 10SM CLR 06/06 A3010 RMK AO2,KPPO,2024-10-09T12:35:00Z,41.5705,-86.7333,6.0,6.0,40,1.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,242.0
562,KPPA 091235Z AUTO 25007KT 10SM CLR 15/06 A3007 RMK AO2 T01500056,KPPA,2024-10-09T12:35:00Z,35.6139,-100.997,15.0,5.6,250,7.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,989.0
563,KPOY 091235Z AUTO 12008KT 10SM CLR 11/M08 A3010 RMK AO2,KPOY,2024-10-09T12:35:00Z,44.8641,-108.79,11.0,-8.0,120,8.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1547.0
564,KPOV 091235Z AUTO 00000KT 5SM SCT026 SCT036 07/05 A3005 RMK AO2 T00700052 PWINO,KPOV,2024-10-09T12:35:00Z,41.209,-81.2479,7.0,5.2,0,0.0,,5,30.05,,,True,True,,,,,True,,SCT,2600.0,SCT,3600.0,,,,,MVFR,,,,,,,,,,,,METAR,363.0
565,KPO1 091235Z AUTO 36005KT 10SM CLR 02/M00 A2992 RMK AO2,KPO1,2024-10-09T12:35:00Z,48.134,-105.162,2.0,0.0,360,5.0,,10+,29.92,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,621.0
566,KPNT 091235Z AUTO 00000KT 10SM CLR 05/04 A3010 RMK AO2 T00510043,KPNT,2024-10-09T12:35:00Z,40.9233,-88.6213,5.1,4.3,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,199.0
567,KPNM 091235Z AUTO 00000KT 10SM CLR 03/03 A3008 RMK AO2,KPNM,2024-10-09T12:35:00Z,45.556,-93.608,3.0,3.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,298.0
568,KPNA 091235Z AUTO 29004KT 10SM CLR 00/M05 A3031 RMK AO2,KPNA,2024-10-09T12:35:00Z,42.7929,-109.805,0.0,-5.0,290,4.0,,10+,30.31,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2158.0
569,KPMV 091235Z AUTO 15003KT 10SM CLR 09/03 A3006 RMK AO2 T00930032,KPMV,2024-10-09T12:35:00Z,40.9446,-95.9124,9.3,3.2,150,3.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,365.0
570,KPMU 091235Z AUTO 00000KT 10SM CLR 09/08 A3004 RMK AO2,KPMU,2024-10-09T12:35:00Z,34.3656,-89.8904,9.0,8.0,0,0.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,67.0
571,KPLU 091235Z AUTO 00000KT 10SM FEW010 OVC026 13/13 A3003 RMK AO2,KPLU,2024-10-09T12:35:00Z,47.1005,-122.285,13.0,13.0,0,0.0,,10+,30.03,,,True,True,,,,,,,FEW,1000.0,OVC,2600.0,,,,,MVFR,,,,,,,,,,,,METAR,164.0
572,KPLR 091235Z AUTO 36004KT 10SM CLR 14/14 A3002 RMK A01,KPLR,2024-10-09T12:35:00Z,33.5608,-86.2463,14.0,14.0,360,4.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,145.0
573,KPLD 091235Z AUTO 00000KT 10SM CLR 06/06 A3010 RMK AO2,KPLD,2024-10-09T12:35:00Z,40.4532,-84.9848,6.0,6.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,282.0
574,KPKV 091235Z AUTO 36006KT 10SM CLR 15/12 A3000 RMK AO2 T01470122,KPKV,2024-10-09T12:35:00Z,28.6499,-96.6799,14.7,12.2,360,6.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,8.0
575,KPJC 091235Z AUTO 00000KT 10SM CLR 03/03 A3003 RMK AO2,KPJC,2024-10-09T12:35:00Z,40.8009,-80.1624,3.0,3.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,273.0
576,KPIM 091235Z AUTO 04005KT 10SM CLR 17/17 A3000 RMK AO2,KPIM,2024-10-09T12:35:00Z,32.8421,-84.8766,17.0,17.0,40,5.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,274.0
577,KPHT 091235Z AUTO 00000KT 10SM CLR 09/08 A3008 RMK A01,KPHT,2024-10-09T12:35:00Z,36.3322,-88.3871,9.0,8.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,172.0
578,KPHN 091235Z AUTO 00000KT 10SM CLR 04/03 A3006 RMK AO2,KPHN,2024-10-09T12:35:00Z,42.9103,-82.5332,4.0,3.0,0,0.0,,10+,30.06,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,195.0
579,KPEZ 091235Z AUTO 29005KT 10SM CLR 16/09 A3005 RMK AO2 T01600090,KPEZ,2024-10-09T12:35:00Z,28.9561,-98.5184,16.0,9.0,290,5.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,126.0
580,KPEX 091235Z AUTO 00000KT 10SM CLR 04/03 A3005 RMK AO2,KPEX,2024-10-09T12:35:00Z,45.3725,-94.7388,4.0,3.0,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,359.0
581,KPEQ 091235Z AUTO 00000KT 10SM CLR 13/03 A3010 RMK AO2 T01310027,KPEQ,2024-10-09T12:35:00Z,31.382,-103.512,13.1,2.7,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,794.0
582,KPEA 091235Z AUTO 19004KT 10SM CLR 10/04 A3007 RMK AO2 T01010040,KPEA,2024-10-09T12:35:00Z,41.3989,-92.9431,10.1,4.0,190,4.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,264.0
583,KPDC 091235Z AUTO 00000KT 10SM CLR 06/06 A3005 RMK AO2 T00620055,KPDC,2024-10-09T12:35:00Z,43.0194,-91.1212,6.2,5.5,0,0.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,201.0
584,KPCZ 091235Z AUTO 00000KT 10SM CLR 03/02 A3013 RMK AO2 T00250017,KPCZ,2024-10-09T12:35:00Z,44.3342,-89.0203,2.5,1.7,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,248.0
585,KPCW 091235Z AUTO 36006KT 10SM CLR 13/02 A3007 RMK AO2,KPCW,2024-10-09T12:35:00Z,41.5188,-82.8692,13.0,2.0,360,6.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
586,KPCD 091235Z AUTO 24003KT 10SM CLR 06/05 A3012 RMK AO2 T00550051 TSNO,KPCD,2024-10-09T12:35:00Z,37.8749,-89.8582,5.5,5.1,240,3.0,,10+,30.12,,,True,True,,,True,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,112.0
587,KPBX 091235Z AUTO 00000KT 10SM CLR 08/08 A3010 RMK AO2 T00800080,KPBX,2024-10-09T12:35:00Z,37.5587,-82.5674,8.0,8.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,447.0
588,KPBH 091235Z AUTO 00000KT 10SM CLR M01/M01 A3012 RMK AO2 T10141015,KPBH,2024-10-09T12:35:00Z,45.7064,-90.4052,-1.4,-1.5,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,445.0
589,KPAN 091235Z AUTO 00000KT 10SM CLR 18/M04 A3019 RMK AO2 PWINO TSNO,KPAN,2024-10-09T12:35:00Z,34.2551,-111.338,18.0,-4.0,0,0.0,,10+,30.19,,,True,True,,,True,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1575.0
590,KP52 091235Z AUTO 00000KT 10SM CLR 15/M03 A3008 RMK AO2,KP52,2024-10-09T12:35:00Z,34.7263,-112.034,15.0,-3.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1085.0
591,KP08 091235Z AUTO 12005KT 10SM CLR 23/M01 A2990 RMK AO2,KP08,2024-10-09T12:35:00Z,32.9359,-111.427,23.0,-1.0,120,5.0,,10+,29.9,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,477.0
592,KOZW 091235Z AUTO 24003KT 10SM OVC042 04/03 A3009 RMK AO2 T00390027,KOZW,2024-10-09T12:35:00Z,42.6327,-83.9854,3.9,2.7,240,3.0,,10+,30.09,,,True,True,,,,,,,OVC,4200.0,,,,,,,VFR,,,,,,,,,,,,METAR,288.0
593,KOZS 091235Z AUTO 16003KT 10SM CLR 07/03 A3012 RMK AO2,KOZS,2024-10-09T12:35:00Z,37.9745,-92.6897,7.0,3.0,160,3.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,321.0
594,KOZA 091235Z AUTO 00000KT 10SM CLR 13/06 A3013 RMK AO2,KOZA,2024-10-09T12:35:00Z,30.7312,-101.203,13.0,6.0,0,0.0,,10+,30.13,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,721.0
595,KOYM 091235Z AUTO 00000KT 10SM SCT065 04/03 A3002 RMK AO2 PWINO,KOYM,2024-10-09T12:35:00Z,41.4118,-78.5131,4.0,3.0,0,0.0,,10+,30.02,,,True,True,,,,,True,,SCT,6500.0,,,,,,,VFR,,,,,,,,,,,,METAR,582.0
596,KOXV 091235Z AUTO 22007KT CLR 11/03 A3005 RMK AO2,KOXV,2024-10-09T12:35:00Z,41.2984,-93.1114,11.0,3.0,220,7.0,,,30.05,,,True,True,,,,,,,CLR,,,,,,,,,,,,,,,,,,,,METAR,280.0
597,KOXI 091235Z AUTO 00000KT 10SM CLR 04/02 A3010 RMK AO1,KOXI,2024-10-09T12:35:00Z,41.3275,-86.665,4.0,2.0,0,0.0,,10+,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,208.0
598,KOWX 091235Z AUTO 32002KT 10SM CLR 06/05 A3011 RMK AO2,KOWX,2024-10-09T12:35:00Z,41.0341,-83.9862,6.0,5.0,320,2.0,,10+,30.11,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,232.0
599,KOWP 091235Z AUTO 13004KT 10SM CLR 16/07 A3009 RMK AO2 T01610065,KOWP,2024-10-09T12:35:00Z,36.1721,-96.1536,16.1,6.5,130,4.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,267.0
600,KOVL 091235Z AUTO 09003KT 10SM CLR 09/03 A3002 RMK AO2,KOVL,2024-10-09T12:35:00Z,44.7792,-95.0304,9.0,3.0,90,3.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,329.0
601,KOSC 091235Z AUTO 27008KT 10SM CLR 05/02 A3003 RMK AO2,KOSC,2024-10-09T12:35:00Z,44.453,-83.396,5.0,2.0,270,8.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,191.0
602,KOSA 091235Z AUTO 34003KT 10SM CLR 12/10 A3007 RMK AO2 T01180096,KOSA,2024-10-09T12:35:00Z,33.0936,-94.9601,11.8,9.6,340,3.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,108.0
603,KORS 091235Z AUTO 18007KT 10SM CLR 11/11 A3000 RMK AO2,KORS,2024-10-09T12:35:00Z,48.7081,-122.909,11.0,11.0,180,7.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,7.0
604,KORL 091235Z AUTO 04006KT 5SM BR FEW006 BKN042 OVC100 24/23 A2981 RMK AO2 P0002 T02390233,KORL,2024-10-09T12:35:00Z,28.5465,-81.3354,23.9,23.3,40,6.0,,5,29.81,,,True,True,,,,,,BR,FEW,600.0,BKN,4200.0,OVC,10000.0,,,MVFR,,,,,,0.02,,,,,,SPECI,32.0
605,KORK 091235Z AUTO 35005KT 10SM CLR 12/07 A3007 RMK AO2,KORK,2024-10-09T12:35:00Z,34.833,-92.2557,12.0,7.0,350,5.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,166.0
606,KORG 091235Z AUTO 00000KT 10SM CLR 11/09 A3000 RMK AO2 T01140085 PWINO,KORG,2024-10-09T12:35:00Z,30.068,-93.8043,11.4,8.5,0,0.0,,10+,30.0,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,2.0
607,KOQN 091235Z AUTO 00000KT 10SM CLR 11/06 A2995 RMK AO2,KOQN,2024-10-09T12:35:00Z,39.9889,-75.5803,11.0,6.0,0,0.0,,10+,29.95,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,141.0
608,KOPL 091235Z AUTO 35003KT 10SM CLR 11/09 A2996 RMK AO2 T01120090,KOPL,2024-10-09T12:35:00Z,30.5643,-92.1021,11.2,9.0,350,3.0,,10+,29.96,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,22.0
609,KOOA 091235Z AUTO 20004KT 10SM CLR 09/05 A3007 RMK AO2 T00930050,KOOA,2024-10-09T12:35:00Z,41.2273,-92.4919,9.3,5.0,200,4.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,256.0
610,KONZ 091235Z AUTO 28004KT 10SM CLR 07/04 A3008 RMK AO2,KONZ,2024-10-09T12:35:00Z,42.0991,-83.161,7.0,4.0,280,4.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,179.0
611,KONX 091235Z AUTO 00000KT 10SM CLR 14/11 A3001 RMK AO2 T01440110,KONX,2024-10-09T12:35:00Z,36.399,-76.014,14.4,11.0,0,0.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,4.0
612,KONP 091235Z AUTO 36003KT 1SM BR OVC003 12/12 A3007 RMK AO2,KONP,2024-10-09T12:35:00Z,44.5825,-124.057,12.0,12.0,360,3.0,,1,30.07,,,True,True,,,,,,BR,OVC,300.0,,,,,,,LIFR,,,,,,,,,,,,METAR,43.0
613,KONM 091235Z AUTO 20004KT 10SM CLR 13/M02 A3021 RMK AO2 T01301016,KONM,2024-10-09T12:35:00Z,34.0263,-106.904,13.0,-1.6,200,4.0,,10+,30.21,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,1467.0
614,KONL 091235Z AUTO 18005KT 10SM CLR 11/05 A3001 RMK AO2 T01120047,KONL,2024-10-09T12:35:00Z,42.4691,-98.6903,11.2,4.7,180,5.0,,10+,30.01,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,619.0
615,KONA 091235Z AUTO 00000KT 10SM CLR 06/05 A3007 RMK AO2,KONA,2024-10-09T12:35:00Z,44.076,-91.707,6.0,5.0,0,0.0,,10+,30.07,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,200.0
616,KOMH 091235Z AUTO 00000KT 10SM CLR 10/10 A3003 RMK AO2,KOMH,2024-10-09T12:35:00Z,38.2487,-78.0454,10.0,10.0,0,0.0,,10+,30.03,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,136.0
617,KOLZ 091235Z AUTO 15005KT 10SM CLR 07/05 A3004 RMK A01,KOLZ,2024-10-09T12:35:00Z,42.6831,-91.976,7.0,5.0,150,5.0,,10+,30.04,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,328.0
618,KOLY 091235Z AUTO 00000KT 10SM CLR 07/07 A3012 RMK AO2 T00740069,KOLY,2024-10-09T12:35:00Z,38.7213,-88.1799,7.4,6.9,0,0.0,,10+,30.12,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,144.0
619,KOLG 091235Z AUTO 00000KT 1 1/2SM VV007 00/00 A3011 RMK AO1,KOLG,2024-10-09T12:35:00Z,46.3153,-91.8183,0.0,0.0,0,0.0,,1.5,30.11,,,True,True,,,,,,,OVX,0.0,,,,,,,IFR,,,,,,,,,,,700.0,METAR,334.0
620,KOLE 091235Z AUTO 21005KT M1/4SM FG OVC001 A2995 RMK AO2,KOLE,2024-10-09T12:35:00Z,42.2429,-78.3721,,,210,5.0,,0.25,29.95,,,True,True,,,,,,FG,OVC,100.0,,,,,,,LIFR,,,,,,,,,,,,METAR,651.0
621,KOKZ 091235Z AUTO 06007KT 030V100 10SM CLR 17/13 A3000 RMK AO2 T01720132,KOKZ,2024-10-09T12:35:00Z,32.9651,-82.8387,17.2,13.2,60,7.0,,10+,30.0,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,128.0
622,KOKV 091235Z AUTO 23004KT 10SM CLR 11/06 A2999 RMK AO2,KOKV,2024-10-09T12:35:00Z,39.1406,-78.1391,11.0,6.0,230,4.0,,10+,29.99,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,213.0
623,KOKM 091235Z AUTO 00000KT 10SM CLR 12/09 A3008 RMK AO2 T01210090,KOKM,2024-10-09T12:35:00Z,35.6713,-95.9514,12.1,9.0,0,0.0,,10+,30.08,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,215.0
624,KOJA 091235Z AUTO 20007KT 10SM CLR 19/15 A3002 RMK AO2 T01890149,KOJA,2024-10-09T12:35:00Z,35.5484,-98.6702,18.9,14.9,200,7.0,,10+,30.02,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,490.0
625,KOIN 091235Z AUTO 21003KT 10SM CLR 06/06 A3009 RMK AO1 T00580055,KOIN,2024-10-09T12:35:00Z,39.8298,-100.538,5.8,5.5,210,3.0,,10+,30.09,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,810.0
626,KOIC 091235Z AUTO 15003KT M1/4SM FG VV000 03/03 A2993 RMK AO2,KOIC,2024-10-09T12:35:00Z,42.5642,-75.5269,3.0,3.0,150,3.0,,0.25,29.93,,,True,True,,,,,,FG,OVX,0.0,,,,,,,LIFR,,,,,,,,,,,0.0,METAR,311.0
627,KOGS 091235Z AUTO 00000KT 10SM FEW060 06/06 A2986 RMK AO2,KOGS,2024-10-09T12:35:00Z,44.68,-75.4641,6.0,6.0,0,0.0,,10+,29.86,,,True,True,,,,,,,FEW,6000.0,,,,,,,VFR,,,,,,,,,,,,METAR,88.0
628,KOGA 091235Z AUTO 26005KT 10SM CLR 04/01 A3005 RMK AO2 T00410006,KOGA,2024-10-09T12:35:00Z,41.1164,-101.768,4.1,0.6,260,5.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,991.0
629,KOEO 091235Z AUTO 00000KT 10SM CLR 03/02 A3011 RMK AO2 T00340021 PWINO,KOEO,2024-10-09T12:35:00Z,45.3108,-92.6948,3.4,2.1,0,0.0,,10+,30.11,,,True,True,,,,,True,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,269.0
630,KOEL 091235Z AUTO 27004KT 10SM CLR 09/05 A3005 RMK AO1 T00900053,KOEL,2024-10-09T12:35:00Z,39.1139,-100.819,9.0,5.3,270,4.0,,10+,30.05,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,924.0
631,KOEB 091235Z AUTO 00000KT 9SM CLR 03/03 A3010 RMK AO2,KOEB,2024-10-09T12:35:00Z,41.9308,-85.0544,3.0,3.0,0,0.0,,9,30.1,,,True,True,,,,,,,CLR,,,,,,,,VFR,,,,,,,,,,,,METAR,291.0
632,KOCQ 091235Z M02/M02 A3013 RMK AO1 T10231025,KOCQ,2024-10-09T12:35:00Z,44.8749,-87.9084,-2.3,-2.5,,,,,30.13,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,METAR,181.0
